5,0,43.782153,-79.465773,154.21
5,1,43.782153,-79.465772,154.11
5,2,43.782155,-79.465767,154.11
5,3,43.782155,-79.465765,154.12
5,4,43.782155,-79.465762,154.13
5,5,43.782155,-79.465760,154.18
5,6,43.782157,-79.465757,154.21
5,7,43.782157,-79.465755,154.26
5,8,43.782157,-79.465752,154.31
5,9,43.782157,-79.465750,154.36
5,10,43.782157,-79.465747,154.34
5,11,43.782157,-79.465743,154.40
5,12,43.782158,-79.465742,154.40
5,13,43.782158,-79.465742,154.40
5,14,43.782158,-79.465740,154.38
5,15,43.782158,-79.465738,154.35
5,16,43.782158,-79.465737,154.34
5,17,43.782158,-79.465735,154.36
5,18,43.782158,-79.465732,154.35
5,19,43.782160,-79.465730,154.35
5,20,43.782160,-79.465728,154.34
5,21,43.782160,-79.465725,154.34
5,22,43.782160,-79.465723,154.36
5,23,43.782162,-79.465720,154.34
5,24,43.782162,-79.465718,154.37
5,25,43.782162,-79.465717,154.35
5,26,43.782163,-79.465712,154.34
5,27,43.782163,-79.465710,154.36
5,28,43.782163,-79.465708,154.42
5,29,43.782163,-79.465707,154.41
5,30,43.782163,-79.465703,154.46
5,31,43.782165,-79.465702,154.44
5,32,43.782165,-79.465698,154.42
5,33,43.782165,-79.465695,154.37
5,34,43.782165,-79.465692,154.38
5,35,43.782165,-79.465692,154.37
5,36,43.782167,-79.465687,154.32
5,37,43.782167,-79.465685,154.29
5,38,43.782167,-79.465682,154.30
5,39,43.782170,-79.465680,154.66
5,40,43.782170,-79.465677,154.59
5,41,43.782172,-79.465673,154.65
5,42,43.782172,-79.465670,154.65
5,43,43.782173,-79.465667,154.67
5,44,43.782173,-79.465663,154.58
5,45,43.782173,-79.465660,154.48
5,46,43.782168,-79.465653,153.73
5,47,43.782163,-79.465650,153.05
5,48,43.782170,-79.465650,154.04
5,49,43.782173,-79.465648,154.41
5,50,43.782175,-79.465647,154.50
5,51,43.782178,-79.465645,154.79
5,52,43.782178,-79.465643,154.79
5,53,43.782182,-79.465643,155.09
5,54,43.782180,-79.465640,154.99
5,55,43.782180,-79.465638,155.04
5,56,43.782177,-79.465637,154.61
5,57,43.782178,-79.465633,154.57
5,58,43.782177,-79.465632,154.50
5,59,43.782177,-79.465628,154.48
5,60,43.782177,-79.465628,154.52
5,61,43.782177,-79.465623,154.25
5,62,43.782175,-79.465620,154.12
5,63,43.782177,-79.465618,154.21
5,64,43.782178,-79.465617,154.31
5,65,43.782180,-79.465617,154.63
5,66,43.782182,-79.465615,154.75
5,67,43.782157,-79.465632,162.18
5,68,43.782157,-79.465628,162.19
5,69,43.782158,-79.465627,162.19
5,70,43.782158,-79.465625,162.20
5,71,43.782158,-79.465623,162.14
5,72,43.782158,-79.465622,162.10
5,73,43.782158,-79.465620,162.13
5,74,43.782158,-79.465618,162.15
5,75,43.782160,-79.465617,162.16
5,76,43.782160,-79.465613,162.07
5,77,43.782160,-79.465612,162.07
5,78,43.782160,-79.465610,162.09
5,79,43.782160,-79.465608,162.03
5,80,43.782160,-79.465607,162.02
5,81,43.782160,-79.465605,162.06
5,82,43.782185,-79.465580,154.23
5,83,43.782192,-79.465577,154.86
5,84,43.782192,-79.465577,154.87
5,85,43.782187,-79.465573,154.23
5,86,43.782188,-79.465572,154.37
5,87,43.782165,-79.465588,162.00
5,88,43.782165,-79.465587,162.03
5,89,43.782165,-79.465587,162.02
5,90,43.782192,-79.465560,154.43
5,91,43.782192,-79.465558,154.48
5,92,43.782185,-79.465552,153.34
5,93,43.782188,-79.465552,153.81
5,94,43.782187,-79.465548,153.57
5,95,43.782190,-79.465547,153.94
5,96,43.782190,-79.465543,154.03
5,97,43.782192,-79.465543,154.07
5,98,43.782190,-79.465540,154.01
5,99,43.782190,-79.465537,153.87
5,100,43.782192,-79.465535,153.97
5,101,43.782192,-79.465533,153.93
5,102,43.782190,-79.465528,153.62
5,103,43.782192,-79.465527,153.87
5,104,43.782190,-79.465525,153.49
5,105,43.782190,-79.465522,153.39
5,106,43.782190,-79.465520,153.42
5,107,43.782192,-79.465520,153.76
5,108,43.782193,-79.465520,153.93
5,109,43.782193,-79.465517,153.91
5,110,43.782193,-79.465515,153.93
5,111,43.782193,-79.465515,153.87
5,112,43.782197,-79.465512,154.24
5,113,43.782195,-79.465510,154.05
5,114,43.782195,-79.465508,154.07
5,115,43.782197,-79.465507,154.06
5,116,43.782197,-79.465505,154.05
5,117,43.782198,-79.465500,154.07
5,118,43.782175,-79.465520,162.20
5,119,43.782175,-79.465517,162.20
5,120,43.782177,-79.465515,162.22
5,121,43.782177,-79.465513,162.22
5,122,43.782177,-79.465508,162.16
5,123,43.782178,-79.465505,162.19
5,124,43.782178,-79.465503,162.16
5,125,43.782178,-79.465503,162.20
5,126,43.782180,-79.465498,162.23
5,127,43.782180,-79.465498,162.23
5,128,43.782180,-79.465495,162.32
5,129,43.782180,-79.465493,162.31
5,130,43.782182,-79.465490,162.44
5,131,43.782182,-79.465487,162.44
5,132,43.782183,-79.465483,162.37
5,133,43.782183,-79.465483,162.37
5,134,43.782185,-79.465480,162.43
5,135,43.782185,-79.465478,162.41
5,136,43.782185,-79.465477,162.45
5,137,43.782185,-79.465475,162.40
5,138,43.782187,-79.465470,162.41
5,139,43.782187,-79.465468,162.43
5,140,43.782187,-79.465463,162.39
5,141,43.782188,-79.465462,162.41
5,142,43.782188,-79.465460,162.42
5,143,43.782188,-79.465455,162.43
5,144,43.782188,-79.465453,162.45
5,145,43.782190,-79.465450,162.43
5,146,43.782190,-79.465447,162.44
5,147,43.782190,-79.465445,162.47
5,148,43.782190,-79.465443,162.45
5,149,43.782192,-79.465440,162.50
5,150,43.782192,-79.465438,162.49
5,151,43.782192,-79.465437,162.56
5,152,43.782192,-79.465433,162.59
5,153,43.782193,-79.465430,162.57
5,154,43.782193,-79.465430,162.57
5,155,43.782193,-79.465427,162.60
5,156,43.782193,-79.465425,162.61
5,157,43.782195,-79.465423,162.60
5,158,43.782195,-79.465420,162.61
5,159,43.782195,-79.465420,162.63
5,160,43.782195,-79.465417,162.67
5,161,43.782195,-79.465415,162.65
5,162,43.782195,-79.465415,162.65
5,163,43.782195,-79.465412,162.68
5,164,43.782197,-79.465412,162.71
5,165,43.782197,-79.465410,162.74
5,166,43.782197,-79.465408,162.76
5,167,43.782197,-79.465408,162.76
5,168,43.782198,-79.465405,162.75
5,169,43.782198,-79.465405,162.78
5,170,43.782198,-79.465403,162.79
5,171,43.782198,-79.465402,162.81
5,172,43.782198,-79.465402,162.76
5,173,43.782198,-79.465400,162.79
5,174,43.782200,-79.465397,162.72
5,175,43.782200,-79.465395,162.74
5,176,43.782200,-79.465395,162.74
5,177,43.782200,-79.465393,162.74
5,178,43.782200,-79.465392,162.75
5,179,43.782200,-79.465392,162.75
5,180,43.782200,-79.465390,162.77
5,181,43.782202,-79.465388,162.82
5,182,43.782202,-79.465387,162.86
5,183,43.782202,-79.465387,162.85
5,184,43.782202,-79.465383,162.86
5,185,43.782203,-79.465378,162.83
5,186,43.782203,-79.465377,162.88
5,187,43.782205,-79.465373,162.92
5,188,43.782205,-79.465372,162.88
5,189,43.782205,-79.465372,162.87
5,190,43.782205,-79.465372,162.88
5,191,43.782205,-79.465368,162.87
5,192,43.782205,-79.465367,162.87
5,193,43.782205,-79.465367,162.87
5,194,43.782205,-79.465367,162.89
5,195,43.782205,-79.465365,162.91
5,196,43.782207,-79.465363,162.90
5,197,43.782207,-79.465362,162.91
5,198,43.782207,-79.465362,162.89
5,199,43.782207,-79.465360,162.89
5,200,43.782207,-79.465358,162.93
5,201,43.782207,-79.465357,162.91
5,202,43.782207,-79.465357,162.93
5,203,43.782208,-79.465353,162.89
5,204,43.782208,-79.465352,162.90
5,205,43.782208,-79.465343,162.27
5,206,43.782210,-79.465340,162.26
5,207,43.782210,-79.465340,162.22
5,208,43.782212,-79.465335,162.19
5,209,43.782212,-79.465333,162.21
5,210,43.782212,-79.465332,162.19
5,211,43.782213,-79.465330,162.70
5,212,43.782213,-79.465330,162.71
5,213,43.782213,-79.465328,162.70
5,214,43.782213,-79.465328,162.71
5,215,43.782213,-79.465325,162.69
5,216,43.782215,-79.465323,162.66
5,217,43.782215,-79.465322,162.68
5,218,43.782215,-79.465322,162.67
5,219,43.782215,-79.465320,162.70
5,220,43.782215,-79.465317,162.73
5,221,43.782215,-79.465313,162.77
5,222,43.782215,-79.465313,162.81
5,223,43.782215,-79.465310,162.65
5,224,43.782217,-79.465308,162.68
5,225,43.782217,-79.465305,162.72
5,226,43.782217,-79.465305,162.72
5,227,43.782217,-79.465302,162.76
5,228,43.782218,-79.465298,162.74
5,229,43.782218,-79.465295,162.78
5,230,43.782218,-79.465293,162.79
5,231,43.782220,-79.465290,162.79
5,232,43.782220,-79.465290,162.78
5,233,43.782220,-79.465287,162.71
5,234,43.782222,-79.465283,162.68
5,235,43.782222,-79.465280,162.59
5,236,43.782223,-79.465277,162.53
5,237,43.782223,-79.465273,162.53
5,238,43.782223,-79.465272,162.54
5,239,43.782223,-79.465270,162.59
5,240,43.782223,-79.465267,162.57
5,241,43.782223,-79.465267,162.61
5,242,43.782223,-79.465263,162.65
5,243,43.782225,-79.465262,162.66
5,244,43.782227,-79.465257,162.66
5,245,43.782227,-79.465253,162.58
5,246,43.782228,-79.465248,162.66
5,247,43.782228,-79.465247,162.79
5,248,43.782230,-79.465245,162.77
5,249,43.782230,-79.465242,162.63
5,250,43.782230,-79.465238,162.59
5,251,43.782230,-79.465237,162.57
5,252,43.782230,-79.465235,162.57
5,253,43.782233,-79.465230,162.69
5,254,43.782233,-79.465227,162.71
5,255,43.782233,-79.465223,162.72
5,256,43.782235,-79.465220,162.73
5,257,43.782235,-79.465217,162.75
5,258,43.782237,-79.465213,162.80
5,259,43.782237,-79.465212,162.73
5,260,43.782237,-79.465210,162.72
5,261,43.782237,-79.465207,162.66
5,262,43.782237,-79.465207,162.67
5,263,43.782237,-79.465203,162.69
5,264,43.782238,-79.465202,162.68
5,265,43.782238,-79.465198,162.70
5,266,43.782238,-79.465197,162.60
5,267,43.782240,-79.465193,162.53
5,268,43.782240,-79.465190,162.51
5,269,43.782240,-79.465188,162.53
5,270,43.782240,-79.465187,162.54
5,271,43.782242,-79.465183,162.49
5,272,43.782242,-79.465182,162.50
5,273,43.782242,-79.465178,162.59
5,274,43.782242,-79.465177,162.58
5,275,43.782243,-79.465173,162.60
5,276,43.782243,-79.465170,162.57
5,277,43.782243,-79.465167,162.55
5,278,43.782243,-79.465167,162.57
5,279,43.782245,-79.465162,162.49
5,280,43.782245,-79.465162,162.47
5,281,43.782245,-79.465158,162.57
5,282,43.782247,-79.465158,162.60
5,283,43.782247,-79.465155,162.60
5,284,43.782247,-79.465153,162.60
5,285,43.782247,-79.465150,162.55
5,286,43.782248,-79.465145,162.50
5,287,43.782248,-79.465145,162.45
5,288,43.782248,-79.465142,162.42
5,289,43.782248,-79.465138,162.41
5,290,43.782248,-79.465137,162.40
5,291,43.782248,-79.465133,162.45
5,292,43.782248,-79.465132,162.53
5,293,43.782250,-79.465130,162.51
5,294,43.782250,-79.465130,162.59
5,295,43.782250,-79.465128,162.61
5,296,43.782250,-79.465125,162.62
5,297,43.782250,-79.465123,162.58
5,298,43.782252,-79.465118,162.50
5,299,43.782252,-79.465118,162.54
5,300,43.782252,-79.465115,162.52
5,301,43.782252,-79.465113,162.48
5,302,43.782252,-79.465110,162.49
5,303,43.782252,-79.465108,162.54
5,304,43.782253,-79.465108,162.59
5,305,43.782253,-79.465107,162.56
5,306,43.782253,-79.465103,162.57
5,307,43.782253,-79.465102,162.54
5,308,43.782253,-79.465098,162.48
5,309,43.782253,-79.465097,162.41
5,310,43.782253,-79.465095,162.37
5,311,43.782253,-79.465093,162.35
5,312,43.782253,-79.465090,162.36
5,313,43.782253,-79.465088,162.39
5,314,43.782253,-79.465088,162.40
5,315,43.782253,-79.465085,162.52
5,316,43.782253,-79.465083,162.48
5,317,43.782253,-79.465082,162.48
5,318,43.782253,-79.465080,162.48
5,319,43.782253,-79.465078,162.54
5,320,43.782253,-79.465075,162.48
5,321,43.782255,-79.465073,162.49
5,322,43.782255,-79.465070,162.47
5,323,43.782255,-79.465068,162.53
5,324,43.782255,-79.465067,162.55
5,325,43.782255,-79.465063,162.46
5,326,43.782255,-79.465062,162.52
5,327,43.782255,-79.465060,162.49
5,328,43.782277,-79.465037,153.22
5,329,43.782275,-79.465037,153.26
5,330,43.782277,-79.465035,153.22
5,331,43.782277,-79.465032,153.22
5,332,43.782262,-79.465068,165.93
5,333,43.782262,-79.465065,165.51
5,334,43.782265,-79.465072,167.41
5,335,43.782258,-79.465052,163.78
5,336,43.782258,-79.465048,163.83
5,337,43.782257,-79.465043,163.07
5,338,43.782258,-79.465047,164.39
5,339,43.782258,-79.465043,163.94
5,340,43.782265,-79.465057,167.29
5,341,43.782262,-79.465050,166.26
5,342,43.782263,-79.465052,166.88
5,343,43.782263,-79.465052,167.30
5,344,43.782262,-79.465043,166.28
5,345,43.782260,-79.465037,165.17
5,346,43.782275,-79.465000,153.15
5,347,43.782275,-79.464998,153.13
5,348,43.782275,-79.464998,153.08
5,349,43.782275,-79.464997,153.05
5,350,43.782275,-79.464993,153.05
5,351,43.782275,-79.464992,153.03
5,352,43.782275,-79.464990,153.06
5,353,43.782275,-79.464988,153.09
5,354,43.782275,-79.464987,153.07
5,355,43.782260,-79.465018,165.04
5,356,43.782260,-79.465018,164.97
5,357,43.782258,-79.465017,164.96
5,358,43.782268,-79.464977,152.66
5,359,43.782267,-79.464972,152.46
5,360,43.782267,-79.464972,152.48
5,361,43.782268,-79.464968,152.59
5,362,43.782272,-79.464972,153.17
5,363,43.782273,-79.464970,153.28
